icd9_code,short_title,long_title
6248,Noninflam dis vulva NEC,Other specified noninflammatory disorders of vulva and perineum
6249,Noninflam dis vulva NOS,Unspecified noninflammatory disorder of vulva and perineum
6251,Vaginismus,Vaginismus
6253,Dysmenorrhea,Dysmenorrhea
6254,Premenstrual tension,Premenstrual tension syndromes
6255,Pelvic congestion synd,Pelvic congestion syndrome
6256,Fem stress incontinence,"Stress incontinence, female"
62570,Vulvodynia NOS,"Vulvodynia, unspecified"
6258,Fem genital symptoms NEC,Other specified symptoms associated with female genital organs
6259,Fem genital symptoms NOS,Unspecified symptom associated with female genital organs
6260,Absence of menstruation,Absence of menstruation
6261,Scanty menstruation,Scanty or infrequent menstruation
6262,Excessive menstruation,Excessive or frequent menstruation
6264,Irregular menstruation,Irregular menstrual cycle
6266,Metrorrhagia,Metrorrhagia
6268,Menstrual disorder NEC,Other disorders of menstruation and other abnormal bleeding from female genital tract
6269,Menstrual disorder NOS,Unspecified disorders of menstruation and other abnormal bleeding from female genital tract
6270,Premenopause menorrhagia,Premenopausal menorrhagia
6271,Postmenopausal bleeding,Postmenopausal bleeding
6272,Sympt fem climact state,Symptomatic menopausal or female climacteric states
6273,Atrophic vaginitis,Postmenopausal atrophic vaginitis
6274,Sympt state w artif meno,Symptomatic states associated with artificial menopause
6278,Menopausal disorder NEC,Other specified menopausal and postmenopausal disorders
6279,Menopausal disorder NOS,Unspecified menopausal and postmenopausal disorder
6289,Female infertility NOS,"Infertility, female, of unspecified origin"
62981,Rec preg loss wo cur prg,Recurrent pregnancy loss without current pregnancy
62989,Female genital disor NEC,Other specified disorders of female genital organs
632,Missed abortion,Missed abortion
63310,Tubal preg w/o intra prg,Tubal pregnancy without intrauterine pregnancy
63311,Tubal preg w intra preg,Tubal pregnancy with intrauterine pregnancy
63320,Ovarn preg w/o intra prg,Ovarian pregnancy without intrauterine pregnancy
63380,Ect preg NEC w/o int prg,Other ectopic pregnancy without intrauterine pregnancy
63381,Ectpc prg NEC w int preg,Other ectopic pregnancy with intrauterine pregnancy
63391,Ectp preg NOS w int preg,Unspecified ectopic pregnancy with intrauterine pregnancy
63401,Spon abor w pelv inf-inc,"Spontaneous abortion, complicated by genital tract and pelvic infection, incomplete"
63411,Spon abort w hemorr-inc,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, incomplete"
63412,Spon abort w hemorr-comp,"Spontaneous abortion, complicated by delayed or excessive hemorrhage, complete"
63421,Spon ab w pelv damag-inc,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete"
63451,Spon abort w shock-inc,"Spontaneous abortion, complicated by shock, incomplete"
63491,Spon abort uncompl-inc,"Spontaneous abortion, without mention of complication, incomplete"
63502,Leg abor w pelv inf-comp,"Legally induced abortion, complicated by genital tract and pelvic infection, complete"
63511,Legal abort w hemorr-inc,"Legally induced abortion, complicated by delayed or excessive hemorrhage, incomplete"
63512,Legal abor w hemorr-comp,"Legally induced abortion, complicated by delayed or excessive hemorrhage, complete"
63522,Leg ab w pelv damag-comp,"Legally induced abortion, complicated by damage to pelvic organs or tissues, complete"
63552,Legal abort w shock-comp,"Legally induced abortion, complicated by shock, complete"
63572,Leg ab w compl NEC-comp,"Legally induced abortion, with other specified complications, complete"
63590,Legal abort uncompl-unsp,"Legally induced abortion, without mention of complication, unspecified"
63592,Legal abort uncompl-comp,"Legally induced abortion, without mention of complication, complete"
6390,Postabortion gu infect,Genital tract and pelvic infection following abortion or ectopic and molar pregnancies
6391,Postabortion hemorrhage,Delayed or excessive hemorrhage following abortion or ectopic and molar pregnancies
6392,Postabort pelvic damage,Damage to pelvic organs and tissues following abortion or ectopic and molar pregnancies
6396,Postabortion embolism,Embolism following abortion or ectopic and molar pregnancies
6398,Postabortion compl NEC,Other specified complications following abortion or ectopic and molar pregnancy
64101,Placenta previa-deliver,"Placenta previa without hemorrhage, delivered, with or without mention of antepartum condition"
64103,Placenta previa-antepart,"Placenta previa without hemorrhage, antepartum condition or complication"
64111,Placenta prev hem-deliv,"Hemorrhage from placenta previa, delivered, with or without mention of antepartum condition"
64121,Prem separ placen-deliv,"Premature separation of placenta, delivered, with or without mention of antepartum condition"
64131,Coag def hemorr-deliver,"Antepartum hemorrhage associated with coagulation defects, delivered, with or without mention of antepartum condition"
64133,Coag def hemorr-antepart,"Antepartum hemorrhage associated with coagulation defects, antepartum condition or complication"
64201,Essen hyperten-delivered,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, delivered, with or without mention of antepartum condition"
64203,Essen hyperten-antepart,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, antepartum condition or complication"
64204,Essen hyperten-postpart,"Benign essential hypertension complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication"
64214,Renal hyperten-postpart,"Hypertension secondary to renal disease, complicating pregnancy, childbirth, and the puerperium, postpartum condition or complication"
64224,Old hyperten NEC-postpar,"Other pre-existing hypertension,complicating pregnancy, childbirth, and the puerperium, , postpartum condition or complication"
64231,Trans hyperten-delivered,"Transient hypertension of pregnancy, delivered , with or without mention of antepartum condition"
64233,Trans hyperten-antepart,"Transient hypertension of pregnancy, antepartum condition or complication"
64234,Trans hyperten-postpart,"Transient hypertension of pregnancy, postpartum condition or complication"
64241,Mild/NOS preeclamp-deliv,"Mild or unspecified pre-eclampsia, delivered, with or without mention of antepartum condition"
64243,Mild/NOS preeclamp-antep,"Mild or unspecified pre-eclampsia, antepartum condition or complication"
64244,Mild/NOS preeclamp-p/p,"Mild or unspecified pre-eclampsia, postpartum condition or complication"
64251,Severe preeclamp-deliver,"Severe pre-eclampsia, delivered, with or without mention of antepartum condition"
64252,Sev preeclamp-del w p/p,"Severe pre-eclampsia, delivered, with mention of postpartum complication"
64254,Sev preeclamp-postpartum,"Severe pre-eclampsia, postpartum condition or complication"
64261,Eclampsia-delivered,"Eclampsia, delivered, with or without mention of antepartum condition"
64263,Eclampsia-antepartum,"Eclampsia, antepartum condition or complication"
64264,Eclampsia-postpartum,"Eclampsia, postpartum condition or complication"
64271,Tox w old hyperten-deliv,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, delivered, with or without mention of antepartum condition"
64274,Tox w old hyper-postpart,"Pre-eclampsia or eclampsia superimposed on pre-existing hypertension, postpartum condition or complication"
64292,Hypertens NOS-del w p/p,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, delivered, with mention of postpartum complication"
64293,Hypertens NOS-antepartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64294,Hypertens NOS-postpartum,"Unspecified hypertension complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64303,Mild hyperemesis-antepar,"Mild hyperemesis gravidarum, antepartum condition or complication"
64313,Hyperem w metab-antepart,"Hyperemesis gravidarum with metabolic disturbance, antepartum condition or complication"
64403,Thrt prem labor-antepart,"Threatened premature labor, antepartum condition or complication"
64421,Early onset delivery-del,"Early onset of delivery, delivered, with or without mention of antepartum condition"
64511,Post term preg-del,"Post term pregnancy, delivered, with or without mention of antepartum condition"
64621,Renal dis NOS-delivered,"Unspecified renal disease in pregnancy, without mention of hypertension, delivered, with or without mention of antepartum condition"
64623,Renal dis NOS-antepartum,"Unspecified renal disease in pregnancy, without mention of hypertension, antepartum condition or complication"
64653,Asy bacteriuria-antepart,"Asymptomatic bacteriuria in pregnancy, antepartum condition or complication"
64661,Gu infection-delivered,"Infections of genitourinary tract in pregnancy, delivered, with or without mention of antepartum condition"
64663,Gu infection-antepartum,"Infections of genitourinary tract in pregnancy, antepartum condition or complication"
64664,Gu infection-postpartum,"Infections of genitourinary tract in pregnancy, postpartum condition or complication"
64671,Liver/bil trct disr-del,"Liver and biliary tract disorders in pregnancy, delivered, with or without mention of antepartum condition"
64673,Liver/bil trct disr-ante,"Liver and biliary tract disorders in pregnancy, antepartum condition or complication"
64681,Preg compl NEC-delivered,"Other specified complications of pregnancy, delivered, with or without mention of antepartum condition"
64682,Preg compl NEC-del w p/p,"Other specified complications of pregnancy, delivered, with mention of postpartum complication"
64683,Preg compl NEC-antepart,"Other specified complications of pregnancy, antepartum condition or complication"
64761,Oth viral dis-delivered,"Other viral diseases in the mother, delivered, with or without mention of antepartum condition"
64781,Infect dis NEC-delivered,"Other specified infectious and parasitic diseases of mother, delivered, with or without mention of antepartum condition"
64782,Infect dis NEC-del w p/p,"Other specified infectious and parasitic diseases of mother, delivered, with mention of postpartum complication"
64783,Infect dis NEC-antepart,"Other specified infectious and parasitic diseases of mother, antepartum condition or complication"
64784,Infect dis NEC-postpart,"Other specified infectious and parasitic diseases of mother, postpartum condition or complication"
64793,Infect NOS-antepartum,"Unspecified infection or infestation of mother, antepartum condition or complication"
64801,Diabetes-delivered,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
64803,Diabetes-antepartum,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64804,Diabetes-postpartum,"Diabetes mellitus of mother, complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64811,Thyroid dysfunc-deliver,"Thyroid dysfunction of mother, delivered, with or without mention of antepartum condition"
64813,Thyroid dysfunc-antepart,"Thyroid dysfunction of mother, antepartum condition or complication"
64814,Thyroid dysfunc-postpart,"Thyroid dysfunction of mother, postpartum condition or complication"
64821,Anemia-delivered,"Anemia of mother, delivered, with or without mention of antepartum condition"
64822,Anemia-delivered w p/p,"Anemia of mother, delivered, with mention of postpartum complication"
64823,Anemia-antepartum,"Anemia of mother, antepartum condition or complication"
64824,Anemia-postpartum,"Anemia of mother, postpartum condition or complication"
64831,Drug dependence-deliver,"Drug dependence of mother, delivered, with or without mention of antepartum condition"
64833,Drug dependence-antepart,"Drug dependence of mother, antepartum condition or complication"
64841,Mental disorder-deliver,"Mental disorders of mother, delivered, with or without mention of antepartum condition"
64842,Mental dis-deliv w p/p,"Mental disorders of mother, delivered, with mention of postpartum complication"
64843,Mental disorder-antepart,"Mental disorders of mother, antepartum condition or complication"
64844,Mental disorder-postpart,"Mental disorders of mother, postpartum condition or complication"
64852,Congen CV dis-del w p/p,"Congenital cardiovascular disorders of mother, delivered, with mention of postpartum complication"
64861,CV dis NEC preg-deliver,"Other cardiovascular diseases of mother, delivered, with or without mention of antepartum condition"
64862,CV dis NEC-deliver w p/p,"Other cardiovascular diseases of mother, delivered, with mention of postpartum complication"
64863,CV dis NEC-antepartum,"Other cardiovascular diseases of mother, antepartum condition or complication"
64864,CV dis NEC-postpartum,"Other cardiovascular diseases of mother, postpartum condition or complication"
64881,Abn glucose toler-deliv,"Abnormal glucose tolerance of mother, delivered, with or without mention of antepartum condition"
64883,Abn glucose-antepartum,"Abnormal glucose tolerance of mother, antepartum condition or complication"
64884,Abn glucose-postpartum,"Abnormal glucose tolerance of mother, postpartum condition or complication"
64891,Oth curr cond-delivered,"Other current conditions classifiable elsewhere of mother, delivered, with or without mention of antepartum condition"
64892,Oth curr cond-del w p/p,"Other current conditions classifiable elsewhere of mother, delivered, with mention of postpartum complication"
64893,Oth curr cond-antepartum,"Other current conditions classifiable elsewhere of mother, antepartum condition or complication"
64894,Oth curr cond-postpartum,"Other current conditions classifiable elsewhere of mother, postpartum condition or complication"
64903,Tobacco use dis-antepart,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64904,Tobacco use dis-postpart,"Tobacco use disorder complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64913,Obesity-antepartum,"Obesity complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64914,Obesity-postpartum,"Obesity complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64931,Coagulation def-deliv,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, delivered, with or without mention of antepartum condition"
64933,Coagulation def-antepart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64934,Coagulation def-postpart,"Coagulation defects complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
64943,Epilepsy-antepartum,"Epilepsy complicating pregnancy, childbirth, or the puerperium, antepartum condition or complication"
64944,Epilepsy-postpartum,"Epilepsy complicating pregnancy, childbirth, or the puerperium, postpartum condition or complication"
65101,Twin pregnancy-delivered,"Twin pregnancy, delivered, with or without mention of antepartum condition"
65221,Breech presentat-deliver,"Breech presentation without mention of version, delivered, with or without mention of antepartum condition"
65251,High head at term-deliv,"High head at term, delivered, with or without mention of antepartum condition"
65261,Mult gest malpres-deliv,"Multiple gestation with malpresentation of one fetus or more, delivered, with or without mention of antepartum condition"
65404,Congen abn uter-postpart,"Congenital abnormalities of uterus, postpartum condition or complication"
65411,Uterine tumor-delivered,"Tumors of body of uterus, delivered, with or without mention of antepartum condition"
65414,Uterine tumor-postpartum,"Tumors of body of uterus, postpartum condition or complication"
65421,Prev c-delivery-delivrd,"Previous cesarean delivery, delivered, with or without mention of antepartum condition"
65423,Prev c-delivery-antepart,"Previous cesarean delivery, antepartum condition or complication"
65441,Abn uterus NEC-delivered,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, delivered, with or without mention of antepartum condition"
65444,Abn uterus NEC-postpart,"Other abnormalities in shape or position of gravid uterus and of neighboring structures, postpartum condition or complication"
65451,Cervical incompet-deliv,"Cervical incompetence, delivered, with or without mention of antepartum condition"
65571,Decrease fetal movmt del,"Decreased fetal movements, affecting management of mother, delivered, with or without mention of antepartum condition"
65583,Fetal abnorm NEC-antepar,"Other known or suspected fetal abnormality, not elsewhere classified, affecting management of mother, antepartum condition or complication"
65613,Rh isoimmunizat-antepart,"Rhesus isoimmunization, antepartum condition or complication"
65641,Intrauter death-deliver,"Intrauterine death, affecting management of mother, delivered, with or without mention of antepartum condition"
65651,Poor fetal growth-deliv,"Poor fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
65661,Excess fetal grth-deliv,"Excessive fetal growth, affecting management of mother, delivered, with or without mention of antepartum condition"
65671,Oth placent cond-deliver,"Other placental conditions, affecting management of mother, delivered, with or without mention of antepartum condition"
65701,Polyhydramnios-delivered,"Polyhydramnios, delivered, with or without mention of antepartum condition"
65801,Oligohydramnios-deliver,"Oligohydramnios, delivered, with or without mention of antepartum condition"
65821,Prolong rupt memb-deliv,"Delayed delivery after spontaneous or unspecified rupture of membranes, delivered, with or without mention of antepartum condition"
65921,Pyrexia in labor-deliver,"Maternal pyrexia during labor, unspecified, delivered, with or without mention of antepartum condition"
65951,Elderly primigravida-del,"Elderly primigravida, delivered, with or without mention of antepartum condition"
65953,Elder primigravid-antepa,"Elderly primigravida, antepartum condition or complication"
65961,Elderly multigravida-del,"Elderly multigravida, delivered with or without mention of antepartum condition"
65963,Elderly multigravd-antep,"Elderly multigravida, antepartum condition or complication"
65971,Abn ftl hrt rate/rhy-del,"Abnormality in fetal heart rate or rhythm, delivered, with or without mention of antepartum condition"
66001,Obstruc/fet malpos-deliv,"Obstruction caused by malposition of fetus at onset of labor, delivered, with or without mention of antepartum condition"
66021,Abn pelv tis obstr-deliv,"Obstruction by abnormal pelvic soft tissues during labor, delivered, with or without mention of antepartum condition"
66111,Sec uterine inert-deliv,"Secondary uterine inertia, delivered, with or without mention of antepartum condition"
66131,Precipitate labor-deliv,"Precipitate labor, delivered, with or without mention of antepartum condition"
66331,Cord entangle NEC-deliv,"Other and unspecified cord entanglement, without mention of compression, complicating labor and delivery, delivered, with or without mention of antepartum condition"
66401,Del w 1 deg lacerat-del,"First-degree perineal laceration, delivered, with or without mention of antepartum condition"
66411,Del w 2 deg lacerat-del,"Second-degree perineal laceration, delivered, with or without mention of antepartum condition"
66511,Rupture uterus NOS-deliv,"Rupture of uterus during labor, delivered, with or without mention of antepartum condition"
66524,Invers uterus-postpart,"Inversion of uterus, postpartum condition or complication"
66531,Lacerat of cervix-deliv,"Laceration of cervix, delivered, with or without mention of antepartum condition"
66534,Lacer of cervix-postpart,"Laceration of cervix, postpartum condition or complication"
66541,High vaginal lacer-deliv,"High vaginal laceration, delivered, with or without mention of antepartum condition"
66551,Ob inj pelv org NEC-del,"Other injury to pelvic organs, delivered, with or without mention of antepartum condition"
66554,Inj pelv org NEC-postpar,"Other injury to pelvic organs, postpartum condition or complication"
66561,Damage to pelvic jt-del,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
66574,Pelvic hematoma-postpart,"Pelvic hematoma, postpartum condition or complication"
66582,Ob trauma NEC-del w p/p,"Other specified obstetrical trauma, delivered, with mention of postpartum complication"
66602,Thrd-stage hem-del w p/p,"Third-stage postpartum hemorrhage, delivered, with mention of postpartum complication"
66604,Third-stage hem-postpart,"Third-stage postpartum hemorrhage, postpartum condition or complication"
66612,Postpa hem NEC-del w p/p,"Other immediate postpartum hemorrhage, delivered, with mention of postpartum complication"
66614,Postpart hem NEC-postpar,"Other immediate postpartum hemorrhage, postpartum condition or complication"
66622,Delay p/p hem-del w p/p,"Delayed and secondary postpartum hemorrhage, delivered, with mention of postpartum complication"
66624,Delay p/part hem-postpar,"Delayed and secondary postpartum hemorrhage, postpartum condition or complication"
66632,P/p coag def-del w p/p,"Postpartum coagulation defects, delivered, with mention of postpartum complication"
66634,Postpart coag def-postpa,"Postpartum coagulation defects, postpartum condition or complication"
66811,Heart compl in del-deliv,"Cardiac complications of anesthesia or other sedation in labor and delivery, delivered, with or without mention of antepartum condition"
66822,Cns complic-del w p/p,"Central nervous system complications of anesthesia or other sedation in labor and delivery, delivered, with mention of postpartum complication"
66911,Obstetric shock-deliver,"Shock during or following labor and delivery, delivered, with or without mention of antepartum condition"
66914,Obstetric shock-postpart,"Shock during or following labor and delivery, postpartum condition or complication"
66921,Matern hypoten syn-deliv,"Maternal hypotension syndrome, delivered, with or without mention of antepartum condition"
66932,Ac kidney fail-del w p/p,"Acute kidney failure following labor and delivery, delivered, with mention of postpartum complication"
66934,Ac kidney fail-postpart,"Acute kidney failure following labor and delivery, postpartum condition or complication"
66941,Oth ob compl-delivered,"Other complications of obstetrical surgery and procedures, delivered, with or without mention of antepartum condition"
66942,Oth ob compl-deliv w p/p,"Other complications of obstetrical surgery and procedures, delivered, with mention of postpartum complication"
66944,Oth ob surg compl-postpa,"Other complications of obstetrical surgery and procedures, postpartum condition or complication"
67002,Maj puer inf NOS-del p/p,"Major puerperal infection, delivered, with mention of postpartum complication"
67004,Major puerp inf NOS-p/p,"Major puerperal infection, postpartum condition or complication"
67012,Puerp endomet del w p/p,"Puerperal endometritis, delivered, with mention of postpartum complication"
67014,Puerp endomet-postpart,"Puerperal endometritis, postpartum condition or complication"
67153,Thrombosis NEC-antepart,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication"
67154,Thrombosis NEC-postpart,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, postpartum condition or complication"
67202,Puerp pyrexia-del w p/p,"Pyrexia of unknown origin during the puerperium, delivered, with mention of postpartum complication"
67204,Puerp pyrexia-postpartum,"Pyrexia of unknown origin during the puerperium, postpartum condition or complication"
67311,Amniotic embolism-deliv,"Amniotic fluid embolism, delivered, with or without mention of antepartum condition"
67323,Pulm embol NOS-antepart,"Obstetrical blood-clot embolism, antepartum condition or complication"
67324,Pulm embol NOS-postpart,"Obstetrical blood-clot embolism, postpartum condition or complication"
67333,Ob pyemic embol-antepart,"Obstetrical pyemic and septic embolism, antepartum condition or complication"
67401,Puerp cerebvas dis-deliv,"Cerebrovascular disorders in the puerperium, delivered, with or without mention of antepartum condition"
67402,Cerebvas dis-deliv w p/p,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication"
67403,Cerebrovasc dis-antepart,"Cerebrovascular disorders in the puerperium, antepartum condition or complication"
67404,Cerebrovasc dis-postpart,"Cerebrovascular disorders in the puerperium, postpartum condition or complication"
67412,Disrupt c-sect-del w p/p,"Disruption of cesarean wound, delivered, with mention of postpartum complication"
67414,Disrupt c-sect-postpart,"Disruption of cesarean wound, postpartum condition or complication"
67432,Ob surg compl-del w p/p,"Other complications of obstetrical surgical wounds, delivered, with mention of postpartum complication"
67434,Ob surg comp NEC-postpar,"Other complications of obstetrical surgical wounds, postpartum condition or complication"
67451,Peripartum cardiomy-del,"Peripartum cardiomyopathy, delivered, with or without mention of antepartum condition"
67454,Peripartum card-postpart,"Peripartum cardiomyopathy, postpartum condition or complication"
67482,Puerp comp NEC-del w p/p,"Other complications of puerperium, delivered, with mention of postpartum complication"
67484,Puerp compl NEC-postpart,"Other complications of puerperium, postpartum condition or complication"
677,Late effct cmplcatn preg,"Late effect of complication of pregnancy, childbirth, and the puerperium"
6802,Carbuncle of trunk,Carbuncle and furuncle of trunk
6805,Carbuncle of buttock,Carbuncle and furuncle of buttock
6806,Carbuncle of leg,"Carbuncle and furuncle of leg, except foot"
6809,Carbuncle NOS,Carbuncle and furuncle of unspecified site
68100,"Cellulitis, finger NOS","Cellulitis and abscess of finger, unspecified"
68101,Felon,Felon
68102,Onychia of finger,Onychia and paronychia of finger
68110,"Cellulitis, toe NOS","Cellulitis and abscess of toe, unspecified"
68111,Onychia of toe,Onychia and paronychia of toe
6820,Cellulitis of face,Cellulitis and abscess of face
6821,Cellulitis of neck,Cellulitis and abscess of neck
6822,Cellulitis of trunk,Cellulitis and abscess of trunk
6823,Cellulitis of arm,Cellulitis and abscess of upper arm and forearm
6824,Cellulitis of hand,"Cellulitis and abscess of hand, except fingers and thumb"
6825,Cellulitis of buttock,Cellulitis and abscess of buttock
6826,Cellulitis of leg,"Cellulitis and abscess of leg, except foot"
6827,Cellulitis of foot,"Cellulitis and abscess of foot, except toes"
6828,"Cellulitis, site NEC",Cellulitis and abscess of other specified sites
6829,Cellulitis NOS,Cellulitis and abscess of unspecified sites
683,Acute lymphadenitis,Acute lymphadenitis
684,Impetigo,Impetigo
6850,Pilonidal cyst w abscess,Pilonidal cyst with abscess
6851,Pilonidal cyst w/o absc,Pilonidal cyst without mention of abscess
68601,Pyoderma gangrenosum,Pyoderma gangrenosum
68609,Pyoderma NEC,Other pyoderma
6861,Pyogenic granuloma,Pyogenic granuloma of skin and subcutaneous tissue
6868,Local skin infection NEC,Other specified local infections of skin and subcutaneous tissue
6869,Local skin infection NOS,Unspecified local infection of skin and subcutaneous tissue
69010,Sebrrheic dermatitis NOS,"Seborrheic dermatitis, unspecified"
69012,Sbrheic infantl drmtitis,Seborrheic infantile dermatitis
69018,Sebrrheic dermatitis NEC,Other seborrheic dermatitis
6910,Diaper or napkin rash,Diaper or napkin rash
6918,Other atopic dermatitis,Other atopic dermatitis and related conditions
6920,Detergent dermatitis,Contact dermatitis and other eczema due to detergents
6923,Topical med dermatitis,Contact dermatitis and other eczema due to drugs and medicines in contact with skin
6924,Chemical dermatitis NEC,Contact dermatitis and other eczema due to other chemical products
6926,Dermatitis due to plant,Contact dermatitis and other eczema due to plants [except food]
69279,Oth dermatitis solar rad,Other dermatitis due to solar radiation
69282,Dermatitis oth radiation,Dermatitis due to other radiation
69289,Dermatitis NEC,Contact dermatitis and other eczema due to other specified agents
6929,Dermatitis NOS,"Contact dermatitis and other eczema, unspecified cause"
6930,Drug dermatitis NOS,Dermatitis due to drugs and medicines taken internally
6931,Dermat d/t food ingest,Dermatitis due to food taken internally
6938,Dermat d/t int agent NEC,Dermatitis due to other specified substances taken internally
6940,Dermatitis herpetiformis,Dermatitis herpetiformis
6944,Pemphigus,Pemphigus
6945,Pemphigoid,Pemphigoid
6948,Bullous dermatoses NEC,Other specified bullous dermatoses
6950,Toxic erythema,Toxic erythema
69510,Erythema multiforme NOS,"Erythema multiforme, unspecified"
69512,Erythema multiforme maj,Erythema multiforme major
69513,Stevens-Johnson syndrome,Stevens-Johnson syndrome
69514,Stevens-Johnson-TEN syn,Stevens-Johnson syndrome-toxic epidermal necrolysis overlap syndrome
69515,Toxic epidrml necrolysis,Toxic epidermal necrolysis
6952,Erythema nodosum,Erythema nodosum
6953,Rosacea,Rosacea
6954,Lupus erythematosus,Lupus erythematosus
69550,Exfol d/t eryth <10% bdy,Exfoliation due to erythematous condition involving less than 10 percent of body surface
69551,Exfl d/t eryth 10-19 bdy,Exfoliation due to erythematous condition involving 10-19 percent of body surface
69581,Ritter's disease,Ritter's disease
69589,Erythematous cond NEC,Other specified erythematous conditions
6959,Erythematous cond NOS,Unspecified erythematous condition
6960,Psoriatic arthropathy,Psoriatic arthropathy
6961,Other psoriasis,Other psoriasis
6962,Parapsoriasis,Parapsoriasis
6963,Pityriasis rosea,Pityriasis rosea
6965,Pityriasis NEC & NOS,Other and unspecified pityriasis
6970,Lichen planus,Lichen planus
6979,Lichen NOS,"Lichen, unspecified"
6981,Pruritus of genitalia,Pruritus of genital organs
6982,Prurigo,Prurigo
6983,Lichenification,Lichenification and lichen simplex chronicus
6984,Dermatitis factitia,Dermatitis factitia [artefacta]
6988,Pruritic conditions NEC,Other specified pruritic conditions
6989,Pruritic disorder NOS,Unspecified pruritic disorder
80000,Closed skull vault fx,"Closed fracture of vault of skull without mention of intracranial injury, unspecified state of consciousness"
80001,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull without mention of intracranial injury, with no loss of consciousness"
80002,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull without mention of intracranial injury, with brief [less than one hour] loss of consciousness"
80006,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull without mention of intracranial injury, with loss of consciousness of unspecified duration"
80009,Cl skl vlt fx-concus NOS,"Closed fracture of vault of skull without mention of intracranial injury, with concussion, unspecified"
80010,Cl skl vlt fx/cerebr lac,"Closed fracture of vault of skull with cerebral laceration and contusion, unspecified state of consciousness"
80011,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with no loss of consciousness"
80012,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with brief [less than one hour] loss of consciousness"
80013,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with moderate [1-24 hours] loss of consciousness"
80015,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with cerebral laceration and contusion, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80016,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with cerebral laceration and contusion, with loss of consciousness of unspecified duration"
80020,Cl skl vlt fx/mening hem,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, unspecified state of consciousness"
80021,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with no loss of consciousness"
80022,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with brief [less than one hour] loss of consciousness"
80023,Cl skull vlt fx-mod coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with moderate [1-24 hours] loss of consciousness"
80024,Cl skl vlt fx-proln coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness and return to pre-existing conscious level"
80025,Cl skul vlt fx-deep coma,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with prolonged [more than 24 hours] loss of consciousness, without return to pre-existing conscious level"
80026,Cl skull vlt fx-coma NOS,"Closed fracture of vault of skull with subarachnoid, subdural, and extradural hemorrhage, with loss of consciousness of unspecified duration"
80030,Cl skull vlt fx/hem NEC,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, unspecified state of consciousness"
80031,Cl skull vlt fx w/o coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with no loss of consciousness"
80032,Cl skull vlt fx-brf coma,"Closed fracture of vault of skull with other and unspecified intracranial hemorrhage, with brief [less than one hour] loss of consciousness"
